attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
26516,Tampa Bay Rays,0,17,13,https://www.baseball-reference.com/boxes/TOR/TOR201605160.shtml,"Monday, May 16, 2016",,: 2:54,"Night Game, on turf",Toronto Blue Jays,1,8,2,"<!--  
    
Umpires: HP - Mike Winters, 1B - Mark Wegner, 2B - Marty Foster, 3B - Mike Muchlinski.Time of Game: 2:54.
Attendance: 26,516.
Start Time Weather: 68&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 7:07 p.m. Local, Rogers Centre
16905,Atlanta Braves,0,9,5,https://www.baseball-reference.com/boxes/PIT/PIT201605160.shtml,"Monday, May 16, 2016",,: 2:55,"Night Game, on grass",Pittsburgh Pirates,1,14,8,"<!--  
    
Umpires: HP - Jerry Meals, 1B - Ron Kulpa, 2B - Paul Nauert, 3B - Chris Conroy.Time of Game: 2:55.
Attendance: 16,905.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 10mph out to Leftfield, Cloudy.

    

-->",Start Time: 7:09 p.m. Local, PNC Park
28348,Miami Marlins,1,10,5,https://www.baseball-reference.com/boxes/PHI/PHI201605160.shtml,"Monday, May 16, 2016",,: 3:07,"Night Game, on grass",Philadelphia Phillies,1,10,3,"<!--  
    
Umpires: HP - Andy Fletcher, 1B - Toby Basner, 2B - Mark Ripperger, 3B - Joe West.Time of Game: 3:07.
Attendance: 28,348.
Field Condition: Unknown.
Start Time Weather: 64&deg; F, Wind 11mph from Left to Right, Cloudy.

    

-->",Start Time: 7:07 p.m. Local, Citizens Bank Park
10068,Texas Rangers,1,4,1,https://www.baseball-reference.com/boxes/OAK/OAK201605160.shtml,"Monday, May 16, 2016",,: 2:28,"Night Game, on grass",Oakland Athletics,0,4,3,"<!--  
    
Umpires: HP - Gabe Morales, 1B - Scott Barry, 2B - Jerry Layne, 3B - Hunter Wendelstedt.Time of Game: 2:28.
Attendance: 10,068.
Field Condition: Unknown.
Start Time Weather: 65&deg; F, Wind 12mph out to Rightfield, Sunny.

    

-->",Start Time: 7:07 p.m. Local, Oakland-Alameda County Coliseum
39583,Los Angeles Angels of Anaheim,1,12,7,https://www.baseball-reference.com/boxes/LAN/LAN201605160.shtml,"Monday, May 16, 2016",,: 4:00,"Night Game, on grass",Los Angeles Dodgers,0,9,6,"<!--  
    
Umpires: HP - Jordan Baker, 1B - Greg Gibson, 2B - Ed Hickox, 3B - Mike Estabrook.Time of Game: 4:00.
Attendance: 39,583.
Field Condition: Unknown.
Start Time Weather: 68&deg; F, Wind 6mph out to Rightfield, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Dodger Stadium
25925,Minnesota Twins,0,11,8,https://www.baseball-reference.com/boxes/DET/DET201605160.shtml,"Monday, May 16, 2016",,: 2:48,"Night Game, on grass",Detroit Tigers,3,14,10,"<!--  
    
Umpires: HP - Doug Eddings, 1B - Jeff Nelson, 2B - Ben May, 3B - Cory Blaser.Time of Game: 2:48.
Attendance: 25,925.
Field Condition: Unknown.
Start Time Weather: 60&deg; F, Wind 15mph from Right to Left.

    

-->",Start Time: 7:10 p.m. Local, Comerica Park
12184,Cincinnati Reds,2,12,6,https://www.baseball-reference.com/boxes/CLE/CLE201605160.shtml,"Monday, May 16, 2016",,: 3:13,"Night Game, on grass",Cleveland Indians,1,19,15,"<!--  
    
Umpires: HP - Paul Emmel, 1B - Mike Everitt, 2B - Tim Timmons, 3B - Ryan Blakney.Time of Game: 3:13.
Attendance: 12,184.
Field Condition: Unknown.
Start Time Weather: 64&deg; F, Wind 16mph out to Rightfield, Cloudy.

    

-->",Start Time: 6:10 p.m. Local, Progressive Field
32718,New York Yankees,2,8,2,https://www.baseball-reference.com/boxes/ARI/ARI201605160.shtml,"Monday, May 16, 2016",,: 3:00,"Night Game, on grass",Arizona Diamondbacks,1,15,12,"<!--  
    
Umpires: HP - CB Bucknor, 1B - Fieldin Culbreth, 2B - Jim Reynolds, 3B - Nic Lentz.Time of Game: 3:00.
Attendance: 32,718.
Field Condition: Unknown.
Start Time Weather: 90&deg; F, Wind 9mph in from Leftfield, Sunny.

    

-->",Start Time: 6:50 p.m. Local, Chase Field
36786,Miami Marlins,1,9,5,https://www.baseball-reference.com/boxes/WAS/WAS201605150.shtml,"Sunday, May 15, 2016",,: 3:03,"Day Game, on grass",Washington Nationals,2,7,1,"<!--  
    
Umpires: HP - Alfonso Marquez, 1B - Chris Guccione, 2B - David Rackley, 3B - Larry Vanover.Time of Game: 3:03.
Attendance: 36,786.
Field Condition: Unknown.
Start Time Weather: 59&deg; F, Wind 21mph out to Rightfield, Cloudy.

    

-->",Start Time: 1:35 p.m. Local, Nationals Park
41327,Toronto Blue Jays,0,12,6,https://www.baseball-reference.com/boxes/TEX/TEX201605150.shtml,"Sunday, May 15, 2016",,: 3:29,"Day Game, on grass",Texas Rangers,1,9,7,"<!--  
    
Umpires: HP - Dan Iassogna, 1B - Dale Scott, 2B - Bob Davidson, 3B - Lance Barrett.Time of Game: 3:29.
Attendance: 41,327.
Field Condition: Unknown.
Start Time Weather: 72&deg; F, Wind 9mph in from Centerfield, Overcast.

    

-->",Start Time: 2:08 p.m. Local, Globe Life Park in Arlington
19545,Oakland Athletics,1,12,7,https://www.baseball-reference.com/boxes/TBA/TBA201605150.shtml,"Sunday, May 15, 2016",,: 3:05,"Day Game, on turf",Tampa Bay Rays,0,6,6,"<!--  
    
Umpires: HP - Ryan Blakney, 1B - Mike DiMuro, 2B - Brian Gorman, 3B - Mark Carlson.Time of Game: 3:05.
Attendance: 19,545.
Start Time Weather: 72&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:10 p.m. Local, Tropicana Field
40852,Los Angeles Angels of Anaheim,0,9,3,https://www.baseball-reference.com/boxes/SEA/SEA201605150.shtml,"Sunday, May 15, 2016",,: 2:55,"Day Game, on grass",Seattle Mariners,0,2,0,"<!--  
    
Umpires: HP - Mark Ripperger, 1B - Fieldin Culbreth, 2B - Jim Reynolds, 3B - Nic Lentz.Time of Game: 2:55.
Attendance: 40,852.
Start Time Weather: 57&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:10 p.m. Local, Safeco Field
41979,Chicago White Sox,2,12,5,https://www.baseball-reference.com/boxes/NYA/NYA201605150.shtml,"Sunday, May 15, 2016",,: 3:36,"Day Game, on grass",New York Yankees,0,10,7,"<!--  
    
Umpires: HP - Clint Fagan, 1B - Mike Winters, 2B - Marty Foster, 3B - Mike Muchlinski.Time of Game: 3:36.
Attendance: 41,979.
Field Condition: Unknown.
Start Time Weather: 55&deg; F, Wind 16mph out to Leftfield.

    

-->",Start Time: 1:09 p.m. Local, Yankee Stadium III
26306,San Diego Padres,0,7,2,https://www.baseball-reference.com/boxes/MIL/MIL201605150.shtml,"Sunday, May 15, 2016",,: 2:46,"Day Game, on grass",Milwaukee Brewers,0,11,3,"<!--  
    
Umpires: HP - Ben May, 1B - Jeff Nelson, 2B - Laz Diaz, 3B - Manny Gonzalez.Time of Game: 2:46.
Attendance: 26,306.
Start Time Weather: 67&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:11 p.m. Local, Miller Park
51350,St. Louis Cardinals,0,7,5,https://www.baseball-reference.com/boxes/LAN/LAN201605150.shtml,"Sunday, May 15, 2016",,: 3:00,"Night Game, on grass",Los Angeles Dodgers,0,6,2,"<!--  
    
Umpires: HP - Tom Hallion, 1B - Tony Randazzo, 2B - Dan Bellino, 3B - Adam Hamari.Time of Game: 3:00.
Attendance: 51,350.
Field Condition: Unknown.
Start Time Weather: 68&deg; F, Wind 10mph out to Centerfield, Cloudy.

    

-->",Start Time: 5:09 p.m. Local, Dodger Stadium
33861,Atlanta Braves,0,10,2,https://www.baseball-reference.com/boxes/KCA/KCA201605150.shtml,"Sunday, May 15, 2016",,: 4:16,"Day Game, on grass",Kansas City Royals,1,12,4,"<!--  
    
Umpires: HP - Mike Estabrook, 1B - Jordan Baker, 2B - Greg Gibson, 3B - Ed Hickox.Time of Game: 4:16.
Attendance: 33,861.
Field Condition: Unknown.
Start Time Weather: 66&deg; F, Wind 3mph from Left to Right, Cloudy.

    

-->",Start Time: 1:18 p.m. Local, Kauffman Stadium
36901,New York Mets,0,8,3,https://www.baseball-reference.com/boxes/COL/COL201605150.shtml,"Sunday, May 15, 2016",,: 2:32,"Day Game, on grass",Colorado Rockies,0,6,4,"<!--  
    
Umpires: HP - Cory Blaser, 1B - Gerry Davis, 2B - Rob Drake, 3B - Carlos Torres.Time of Game: 2:32.
Attendance: 36,901.
Field Condition: Unknown.
Start Time Weather: 53&deg; F, Wind 5mph in from Centerfield.

    

-->",Start Time: 2:11 p.m. Local, Coors Field
13236,Minnesota Twins,0,7,5,https://www.baseball-reference.com/boxes/CLE/CLE201605150.shtml,"Sunday, May 15, 2016",,: 2:39,"Day Game, on grass",Cleveland Indians,1,9,1,"<!--  
    
Umpires: HP - Sean Barber, 1B - Will Little, 2B - Ted Barrett, 3B - Angel Hernandez.Time of Game: 2:39.
Attendance: 13,236.
Field Condition: Unknown.
Start Time Weather: 45&deg; F, Wind 20mph from Left to Right.

    

-->",Start Time: 1:11 p.m. Local, Progressive Field
40814,Pittsburgh Pirates,0,5,2,https://www.baseball-reference.com/boxes/CHN/CHN201605150.shtml,"Sunday, May 15, 2016",,: 2:55,"Day Game, on grass",Chicago Cubs,0,4,1,"<!--  
    
Umpires: HP - Todd Tichenor, 1B - Bill Welke, 2B - Pat Hoberg, 3B - Brian Knight.Time of Game: 2:55.
Attendance: 40,814.
Field Condition: Unknown.
Start Time Weather: 45&deg; F, Wind 11mph in from Rightfield, Sunny.

    

-->",Start Time: 1:20 p.m. Local, Wrigley Field
35736,Houston Astros,2,8,9,https://www.baseball-reference.com/boxes/BOS/BOS201605150.shtml,"Sunday, May 15, 2016",,: 3:40,"Day Game, on grass",Boston Red Sox,3,14,10,"<!--  
    
Umpires: HP - Joe West, 1B - Kerwin Danley, 2B - Andy Fletcher, 3B - Toby Basner.Time of Game: 3:40.
Attendance: 35,736.
Field Condition: Unknown.
Start Time Weather: 58&deg; F, Wind 25mph out to Rightfield, Cloudy.

    

-->",Start Time: 1:34 p.m. Local, Fenway Park
37890,Detroit Tigers,1,13,6,https://www.baseball-reference.com/boxes/BAL/BAL201605150.shtml,"Sunday, May 15, 2016",,: 3:38,"Day Game, on grass",Baltimore Orioles,0,7,5,"<!--  
    
Umpires: HP - Jeff Kellogg, 1B - Mark Wegner, 2B - Alan Porter, 3B - John Tumpane.Time of Game: 3:38.
Attendance: 37,890.
Field Condition: Unknown.
Start Time Weather: 54&deg; F, Wind 7mph out to Rightfield, Cloudy.

    

-->",Start Time: 1:38 p.m. Local, Oriole Park at Camden Yards
25007,San Francisco Giants,1,4,2,https://www.baseball-reference.com/boxes/ARI/ARI201605150.shtml,"Sunday, May 15, 2016",,: 3:00,"Day Game, on grass",Arizona Diamondbacks,0,8,1,"<!--  
    
Umpires: HP - Hunter Wendelstedt, 1B - Gabe Morales, 2B - Tripp Gibson, 3B - Jerry Layne.Time of Game: 3:00.
Attendance: 25,007.
Start Time Weather: 74&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 1:10 p.m. Local, Chase Field
30019,Miami Marlins,0,11,7,https://www.baseball-reference.com/boxes/WAS/WAS201605142.shtml,"Saturday, May 14, 2016",,: 2:55,"Night Game, on grass",Washington Nationals,0,5,1,"<!--  
    
Umpires: HP - Larry Vanover, 1B - Alfonso Marquez, 2B - Chris Guccione, 3B - Roberto Ortiz.Time of Game: 2:55.
Attendance: 30,019.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 7mph out to Rightfield, Cloudy.

    

-->",Start Time: 7:05 p.m. Local, Nationals Park
28634,Miami Marlins,3,8,4,https://www.baseball-reference.com/boxes/WAS/WAS201605141.shtml,"Saturday, May 14, 2016",,: 3:22,"Day Game, on grass",Washington Nationals,1,9,6,"<!--  
    
Umpires: HP - David Rackley, 1B - Roberto Ortiz, 2B - Alfonso Marquez, 3B - Chris Guccione.Time of Game: 3:22.
Attendance: 28,634.
Field Condition: Unknown.
Start Time Weather: 72&deg; F, Wind 13mph out to Centerfield.

    

-->",Start Time: 1:07 p.m. Local, Nationals Park
47115,Toronto Blue Jays,0,10,5,https://www.baseball-reference.com/boxes/TEX/TEX201605140.shtml,"Saturday, May 14, 2016",,: 3:01,"Night Game, on grass",Texas Rangers,1,9,6,"<!--  
    
Umpires: HP - Lance Barrett, 1B - Dan Iassogna, 2B - Dale Scott, 3B - Bob Davidson.Time of Game: 3:01.
Attendance: 47,115.
Field Condition: Unknown.
Start Time Weather: 71&deg; F, Wind 10mph from Left to Right, Sunny.

    

-->",Start Time: 7:09 p.m. Local, Globe Life Park in Arlington
28158,Oakland Athletics,1,2,0,https://www.baseball-reference.com/boxes/TBA/TBA201605140.shtml,"Saturday, May 14, 2016",,: 2:36,"Night Game, on turf",Tampa Bay Rays,0,8,6,"<!--  
    
Umpires: HP - Mark Carlson, 1B - Ryan Blakney, 2B - Mike DiMuro, 3B - Brian Gorman.Time of Game: 2:36.
Attendance: 28,158.
Start Time Weather: 72&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 6:10 p.m. Local, Tropicana Field
42038,Los Angeles Angels of Anaheim,0,13,9,https://www.baseball-reference.com/boxes/SEA/SEA201605140.shtml,"Saturday, May 14, 2016",,: 3:29,"Night Game, on grass",Seattle Mariners,1,11,7,"<!--  
    
Umpires: HP - Nic Lentz, 1B - Mark Ripperger, 2B - Fieldin Culbreth, 3B - Jim Reynolds.Time of Game: 3:29.
Attendance: 42,038.
Start Time Weather: 62&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 6:10 p.m. Local, Safeco Field
29535,Cincinnati Reds,0,7,3,https://www.baseball-reference.com/boxes/PHI/PHI201605140.shtml,"Saturday, May 14, 2016",,: 2:45,"Night Game, on grass",Philadelphia Phillies,1,10,4,"<!--  
    
Umpires: HP - Vic Carapazza, 1B - John Hirschbeck, 2B - Ramon De Jesus, 3B - D.J. Reyburn.Time of Game: 2:45.
Attendance: 29,535.
Field Condition: Wet.
Start Time Weather: 64&deg; F, Wind 7mph out to Centerfield, Rain.

    

-->",Start Time: 7:43 p.m. Local, Citizens Bank Park
39691,Chicago White Sox,0,5,1,https://www.baseball-reference.com/boxes/NYA/NYA201605140.shtml,"Saturday, May 14, 2016",,: 2:24,"Day Game, on grass",New York Yankees,0,5,2,"<!--  
    
Umpires: HP - Mike Muchlinski, 1B - Clint Fagan, 2B - Mike Winters, 3B - Marty Foster.Time of Game: 2:24.
Attendance: 39,691.
Field Condition: Unknown.
Start Time Weather: 70&deg; F, Wind 11mph from Right to Left, Cloudy.

    

-->",Start Time: 1:08 p.m. Local, Yankee Stadium III
28896,San Diego Padres,4,13,8,https://www.baseball-reference.com/boxes/MIL/MIL201605140.shtml,"Saturday, May 14, 2016",,: 5:04,"Night Game, on grass",Milwaukee Brewers,0,10,7,"<!--  
    
Umpires: HP - Manny Gonzalez, 1B - Ben May, 2B - Jeff Nelson, 3B - Laz Diaz.Time of Game: 5:04.
Attendance: 28,896.
Start Time Weather: 66&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 6:10 p.m. Local, Miller Park
48459,St. Louis Cardinals,1,5,3,https://www.baseball-reference.com/boxes/LAN/LAN201605140.shtml,"Saturday, May 14, 2016",,: 2:45,"Night Game, on grass",Los Angeles Dodgers,2,6,5,"<!--  
    
Umpires: HP - Adam Hamari, 1B - Tom Hallion, 2B - Tony Randazzo, 3B - Dan Bellino.Time of Game: 2:45.
Attendance: 48,459.
Field Condition: Unknown.
Start Time Weather: 67&deg; F, Wind 5mph from Left to Right, Cloudy.

    

-->",Start Time: 6:09 p.m. Local, Dodger Stadium
36541,Atlanta Braves,1,11,5,https://www.baseball-reference.com/boxes/KCA/KCA201605140.shtml,"Saturday, May 14, 2016",,: 2:43,"Night Game, on grass",Kansas City Royals,0,8,0,"<!--  
    
Umpires: HP - Ed Hickox, 1B - Mike Estabrook, 2B - Jordan Baker, 3B - Greg Gibson.Time of Game: 2:43.
Attendance: 36,541.
Field Condition: Unknown.
Start Time Weather: 60&deg; F, Wind 12mph from Left to Right, Sunny.

    

-->",Start Time: 6:17 p.m. Local, Kauffman Stadium
34362,New York Mets,1,13,4,https://www.baseball-reference.com/boxes/COL/COL201605140.shtml,"Saturday, May 14, 2016",,: 3:11,"Night Game, on grass",Colorado Rockies,1,12,7,"<!--  
    
Umpires: HP - Carlos Torres, 1B - Cory Blaser, 2B - Gerry Davis, 3B - Rob Drake.Time of Game: 3:11.
Attendance: 34,362.
Field Condition: Unknown.
Start Time Weather: 49&deg; F, Wind 8mph in from Rightfield, Overcast.

    

-->",Start Time: 6:11 p.m. Local, Coors Field
15428,Minnesota Twins,0,11,6,https://www.baseball-reference.com/boxes/CLE/CLE201605140.shtml,"Saturday, May 14, 2016",,: 3:08,"Day Game, on grass",Cleveland Indians,0,7,3,"<!--  
    
Umpires: HP - Angel Hernandez, 1B - Sean Barber, 2B - Will Little, 3B - Ted Barrett.Time of Game: 3:08.
Attendance: 15,428.
Field Condition: Unknown.
Start Time Weather: 50&deg; F, Wind 17mph in from Leftfield, Overcast.

    

-->",Start Time: 4:11 p.m. Local, Progressive Field
40953,Pittsburgh Pirates,1,3,2,https://www.baseball-reference.com/boxes/CHN/CHN201605140.shtml,"Saturday, May 14, 2016",,: 2:42,"Day Game, on grass",Chicago Cubs,0,11,8,"<!--  
    
Umpires: HP - Brian Knight, 1B - Todd Tichenor, 2B - Bill Welke, 3B - Pat Hoberg.Time of Game: 2:42.
Attendance: 40,953.
Field Condition: Unknown.
Start Time Weather: 44&deg; F, Wind 17mph from Left to Right, Overcast.

    

-->",Start Time: 1:20 p.m. Local, Wrigley Field
37430,Houston Astros,0,11,5,https://www.baseball-reference.com/boxes/BOS/BOS201605140.shtml,"Saturday, May 14, 2016",,: 4:13,"Day Game, on grass",Boston Red Sox,0,14,6,"<!--  
    
Umpires: HP - Toby Basner, 1B - Joe West, 2B - Kerwin Danley, 3B - Andy Fletcher.Time of Game: 4:13.
Attendance: 37,430.
Field Condition: Unknown.
Start Time Weather: 73&deg; F, Wind 12mph out to Rightfield, Sunny.

    

-->",Start Time: 1:07 p.m. Local, Fenway Park
32174,Detroit Tigers,1,5,3,https://www.baseball-reference.com/boxes/BAL/BAL201605140.shtml,"Saturday, May 14, 2016",,: 2:44,"Night Game, on grass",Baltimore Orioles,0,11,9,"<!--  
    
Umpires: HP - John Tumpane, 1B - Jeff Kellogg, 2B - Mark Wegner, 3B - Alan Porter.Time of Game: 2:44.
Attendance: 32,174.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 6mph out to Rightfield, Cloudy.

    

-->",Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
32448,San Francisco Giants,1,12,5,https://www.baseball-reference.com/boxes/ARI/ARI201605140.shtml,"Saturday, May 14, 2016",,: 3:05,"Night Game, on grass",Arizona Diamondbacks,0,8,3,"<!--  
    
Umpires: HP - Jerry Layne, 1B - Hunter Wendelstedt, 2B - Gabe Morales, 3B - Tripp Gibson.Time of Game: 3:05.
Attendance: 32,448.
Start Time Weather: 77&deg; F, Wind 0mph, In Dome.

    

-->",Start Time: 5:10 p.m. Local, Chase Field
28232,Miami Marlins,0,8,3,https://www.baseball-reference.com/boxes/WAS/WAS201605130.shtml,"Friday, May 13, 2016",,: 3:19,"Night Game, on grass",Washington Nationals,2,9,5,"<!--  
    
Umpires: HP - Chris Guccione, 1B - David Rackley, 2B - Larry Vanover, 3B - Alfonso Marquez.Time of Game: 3:19.
Attendance: 28,232.
Field Condition: Unknown.
Start Time Weather: 74&deg; F, Wind 12mph from Left to Right, Sunny.

    

-->",Start Time: 7:08 p.m. Local, Nationals Park
40344,Toronto Blue Jays,0,9,5,https://www.baseball-reference.com/boxes/TEX/TEX201605130.shtml,"Friday, May 13, 2016",,: 2:38,"Night Game, on grass",Texas Rangers,1,3,0,"<!--  
    
Umpires: HP - Bob Davidson, 1B - Lance Barrett, 2B - Dan Iassogna, 3B - Dale Scott.Time of Game: 2:38.
Attendance: 40,344.
Field Condition: Unknown.
Start Time Weather: 82&deg; F, Wind 9mph out to Leftfield, Sunny.

    

-->",Start Time: 7:07 p.m. Local, Globe Life Park in Arlington
21753,San Francisco Giants,0,8,3,https://www.baseball-reference.com/boxes/ARI/ARI201605130.shtml,"Friday, May 13, 2016",,: 3:00,"Night Game, on grass",Arizona Diamondbacks,0,8,1,"<!--  
    
Umpires: HP - Tripp Gibson, 1B - Jerry Layne, 2B - Hunter Wendelstedt, 3B - Gabe Morales.Time of Game: 3:00.
Attendance: 21,753.
Field Condition: Unknown.
Start Time Weather: 101&deg; F, Wind 9mph in unknown direction, Sunny.

    

-->",Start Time: 6:40 p.m. Local, Chase Field
35944,Kansas City Royals,0,9,3,https://www.baseball-reference.com/boxes/NYA/NYA201605120.shtml,"Thursday, May 12, 2016",,: 2:45,"Night Game, on grass",New York Yankees,0,7,7,"<!--  
    
Umpires: HP - Will Little, 1B - Ted Barrett, 2B - Angel Hernandez, 3B - Sean Barber.Time of Game: 2:45.
Attendance: 35,944.
Field Condition: Unknown.
Start Time Weather: 73&deg; F, Wind 6mph in from Rightfield, Sunny.

    

-->",Start Time: 7:08 p.m. Local, Yankee Stadium III
17374,San Diego Padres,0,7,3,https://www.baseball-reference.com/boxes/MIL/MIL201605120.shtml,"Thursday, May 12, 2016",,: 2:51,"Night Game, on grass",Milwaukee Brewers,0,8,0,"<!--  
    
Umpires: HP - Jeff Nelson, 1B - Laz Diaz, 2B - Manny Gonzalez, 3B - Ben May.Time of Game: 2:51.
Attendance: 17,374.
Field Condition: Unknown.
Start Time Weather: 67&deg; F, Wind 9mph out to Leftfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Miller Park
41765,New York Mets,0,3,0,https://www.baseball-reference.com/boxes/LAN/LAN201605120.shtml,"Thursday, May 12, 2016",,: 2:13,"Night Game, on grass",Los Angeles Dodgers,0,8,5,"<!--  
    
Umpires: HP - Fieldin Culbreth, 1B - Jim Reynolds, 2B - Nic Lentz, 3B - Mark Ripperger.Time of Game: 2:13.
Attendance: 41,765.
Field Condition: Unknown.
Start Time Weather: 65&deg; F, Wind 6mph out to Rightfield, Sunny.

    

-->",Start Time: 7:10 p.m. Local, Dodger Stadium
34982,Houston Astros,1,7,1,https://www.baseball-reference.com/boxes/BOS/BOS201605120.shtml,"Thursday, May 12, 2016",,: 2:56,"Night Game, on grass",Boston Red Sox,1,14,11,"<!--  
    
Umpires: HP - Kerwin Danley, 1B - Andy Fletcher, 2B - Toby Basner, 3B - Joe West.Time of Game: 2:56.
Attendance: 34,982.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 7mph in from Rightfield, Cloudy.

    

-->",Start Time: 7:10 p.m. Local, Fenway Park
14918,Detroit Tigers,0,13,5,https://www.baseball-reference.com/boxes/BAL/BAL201605120.shtml,"Thursday, May 12, 2016",,: 3:16,"Night Game, on grass",Baltimore Orioles,1,12,7,"<!--  
    
Umpires: HP - Mark Wegner, 1B - Alan Porter, 2B - John Tumpane, 3B - Jeff Kellogg.Time of Game: 3:16.
Attendance: 14,918.
Field Condition: Unknown.
Start Time Weather: 65&deg; F, Wind 4mph out to Leftfield.

    

-->",Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
15643,Philadelphia Phillies,0,10,7,https://www.baseball-reference.com/boxes/ATL/ATL201605120.shtml,"Thursday, May 12, 2016",,: 3:14,"Night Game, on grass",Atlanta Braves,1,8,4,"<!--  
    
Umpires: HP - Mike Winters, 1B - Marty Foster, 2B - Mike Muchlinski, 3B - Clint Fagan.Time of Game: 3:14.
Attendance: 15,643.
Field Condition: Unknown.
Start Time Weather: 75&deg; F, Wind 9mph from Left to Right.

    

-->",Start Time: 7:20 p.m. Local, Turner Field
19461,San Francisco Giants,0,8,4,https://www.baseball-reference.com/boxes/ARI/ARI201605120.shtml,"Thursday, May 12, 2016",,: 3:13,"Night Game, on grass",Arizona Diamondbacks,0,10,2,"<!--  
    
Umpires: HP - Gabe Morales, 1B - Tripp Gibson, 2B - Jerry Layne, 3B - Hunter Wendelstedt.Time of Game: 3:13.
Attendance: 19,461.
Field Condition: Unknown.
Start Time Weather: 98&deg; F, Wind 10mph in from Leftfield, Sunny.

    

-->",Start Time: 6:40 p.m. Local, Chase Field
35413,St. Louis Cardinals,1,18,12,https://www.baseball-reference.com/boxes/ANA/ANA201605120.shtml,"Thursday, May 12, 2016",,: 3:56,"Night Game, on grass",Los Angeles Angels of Anaheim,2,15,10,"<!--  
    
Umpires: HP - Gerry Davis, 1B - Rob Drake, 2B - Carlos Torres, 3B - Cory Blaser.Time of Game: 3:56.
Attendance: 35,413.
Field Condition: Unknown.
Start Time Weather: 68&deg; F, Wind 7mph out to Centerfield, Sunny.

    

-->",Start Time: 7:08 p.m. Local, Angel Stadium of Anaheim
35695,Detroit Tigers,0,6,2,https://www.baseball-reference.com/boxes/WAS/WAS201605110.shtml,"Wednesday, May 11, 2016",,: 2:38,"Night Game, on grass",Washington Nationals,0,9,3,"<!--  
    
Umpires: HP - Bill Miller, 1B - Pat Hoberg, 2B - Brian Knight, 3B - Todd Tichenor.Time of Game: 2:38.
Attendance: 35,695.
Field Condition: Unknown.
Start Time Weather: 61&deg; F, Wind 4mph in from Rightfield.

    

-->",Start Time: 7:06 p.m. Local, Nationals Park
29023,Chicago White Sox,0,11,5,https://www.baseball-reference.com/boxes/TEX/TEX201605110.shtml,"Wednesday, May 11, 2016",,: 3:07,"Day Game, on grass",Texas Rangers,2,10,6,"<!--  
    
Umpires: HP - Ben May, 1B - Jeff Nelson, 2B - Laz Diaz, 3B - Manny Gonzalez.Time of Game: 3:07.
Attendance: 29,023.
Field Condition: Unknown.
Start Time Weather: 85&deg; F, Wind 12mph from Left to Right, Sunny.

    

-->",Start Time: 1:07 p.m. Local, Globe Life Park in Arlington
41372,Toronto Blue Jays,2,11,4,https://www.baseball-reference.com/boxes/SFN/SFN201605110.shtml,"Wednesday, May 11, 2016",,: 4:28,"Day Game, on grass",San Francisco Giants,2,12,5,"<!--  
    
Umpires: HP - Tony Randazzo, 1B - Dan Bellino, 2B - Adam Hamari, 3B - Tom Hallion.Time of Game: 4:28.
Attendance: 41,372.
Field Condition: Unknown.
Start Time Weather: 62&deg; F, Wind 10mph out to Centerfield, Cloudy.

    

-->",Start Time: 12:45 p.m. Local, AT&T Park
23000,Tampa Bay Rays,0,10,5,https://www.baseball-reference.com/boxes/SEA/SEA201605110.shtml,"Wednesday, May 11, 2016",,: 4:01,"Day Game, on grass",Seattle Mariners,0,8,6,"<!--  
    
Umpires: HP - Hunter Wendelstedt, 1B - Gabe Morales, 2B - Tripp Gibson, 3B - Jerry Layne.Time of Game: 4:01.
Attendance: 23,000.
Field Condition: Unknown.
Start Time Weather: 67&deg; F, Wind 5mph out to Centerfield, Sunny.

    

-->",Start Time: 12:40 p.m. Local, Safeco Field
31226,Kansas City Royals,0,9,7,https://www.baseball-reference.com/boxes/NYA/NYA201605110.shtml,"Wednesday, May 11, 2016",,: 3:18,"Night Game, on grass",New York Yankees,0,7,3,"<!--  
    
Umpires: HP - Sean Barber, 1B - Will Little, 2B - Ted Barrett, 3B - Angel Hernandez.Time of Game: 3:18.
Attendance: 31,226.
Field Condition: Unknown.
Start Time Weather: 70&deg; F, Wind 14mph out to Leftfield, Cloudy.

    

-->",Start Time: 7:09 p.m. Local, Yankee Stadium III
